; x ;
5561;202,56;
5562;204,58;
5563;209,62;
5564;220;
5565;237,76;
5566;242,27;
5567;234,9;
5568;219,25;
5569;194,07;
5570;183,5;
5571;177,67;
5572;173,02;
5573;173,18;
5574;180,03;
5575;175,56;
5576;178,91;
5577;178,91;
5578;165,56;
5579;154,85;
5580;153,21;
5581;154,55;
5582;155,4;
5583;153;
5584;144,17;
5585;148;
5586;145,99;
5587;145;
5588;157,07;
5589;178,91;
5590;180,03;
5591;175,56;
5592;148;
5593;195,52;
5594;165,05;
5595;154;
5596;151,7;
5597;152,11;
5598;162,55;
5599;163,7;
5600;186,5;
5601;186,5;
5602;165,06;
5603;162,55;
5604;154;
5605;154;
5606;157,18;
5607;150;
5608;151,7;
5609;152,11;
5610;162,55;
5611;162,55;
5612;193,5;
5613;202,37;
5614;210,44;
5615;210,19;
5616;193,68;
5617;195,56;
5618;186,88;
5619;179,85;
5620;175,57;
5621;175,57;
5622;175,57;
5623;175,88;
5624;185,65;
5625;181,45;
5626;180,03;
5627;179,74;
5628;175,57;
5629;175,57;
5630;173,44;
5631;160,22;
5632;159,81;
5633;159,81;
5634;160;
5635;166,62;
5636;180;
5637;189,38;
5638;196,4;
5639;196,61;
5640;184,5;
5641;226,05;
5642;194,7;
5643;180,03;
5644;175;
5645;172,72;
5646;170,51;
5647;157,28;
5648;147,28;
5649;133,32;
5650;130,12;
5651;147,28;
5652;136,09;
5653;122,36;
5654;117,66;
5655;105;
5656;99,12;
5657;95,17;
5658;97,14;
5659;102,5;
5660;119,94;
5661;151,5;
5662;176;
5663;189;
5664;171,09;
5665;184,52;
5666;164,34;
5667;150;
5668;135,94;
5669;120,6;
5670;112,7;
5671;112,7;
5672;119,31;
5673;107,18;
5674;95,5;
5675;82,1;
5676;79,44;
5677;79,44;
5678;80;
5679;77,49;
5680;63,74;
5681;50;
5682;70;
5683;90;
5684;116,5;
5685;160,28;
5686;206;
5687;250;
5688;234,9;
5689;187,12;
5690;174,64;
5691;170,5;
5692;170,01;
5693;170;
5694;170,01;
5695;170,5;
5696;187,11;
5697;187,12;
5698;171,09;
5699;165,15;
5700;143,92;
5701;140,43;
5702;130;
5703;121,58;
5704;117,77;
5705;110,44;
5706;115,37;
5707;120,02;
5708;138,71;
5709;160,01;
5710;187,56;
5711;197,91;
5712;172,56;
5713;170,28;
5714;150,73;
5715;148;
5716;145,92;
5717;148,8;
5718;150,66;
5719;149,84;
5720;175,56;
5721;175,56;
5722;153,7;
5723;145;
5724;141,22;
5725;140,44;
5726;135,73;
5727;130,25;
5728;127,05;
5729;126,36;
5730;127,05;
5731;127,05;
5732;130,75;
5733;146,13;
5734;180,03;
5735;180,03;
5736;146,53;
5737;153,38;
5738;148,04;
5739;141,58;
5740;139,87;
5741;142,85;
5742;148,06;
5743;148,04;
5744;171,09;
5745;170,8;
5746;150,93;
5747;148,67;
5748;147,5;
5749;147,19;
5750;147,19;
5751;140,62;
5752;134,86;
5753;133,04;
5754;132,66;
5755;134,86;
5756;147,6;
5757;172,42;
5758;195,66;
5759;195,62;
5760;173,47;
5761;186,5;
5762;170,79;
5763;153,41;
5764;151,94;
5765;151,84;
5766;153,21;
5767;148,71;
5768;172,23;
5769;172,23;
5770;149,86;
5771;147,14;
5772;148,05;
5773;147,34;
5774;142,08;
5775;129,7;
5776;127,05;
5777;124,55;
5778;124,42;
5779;124,32;
5780;127,1;
5781;142,38;
5782;172,23;
5783;180;
5784;149,45;
5785;161,6;
5786;148,09;
5787;143,38;
5788;139,25;
5789;136,49;
5790;135,97;
5791;131,16;
5792;148,74;
5793;131,77;
5794;123,22;
5795;119,75;
5796;118,25;
5797;119,48;
5798;118,75;
5799;116,75;
5800;112,7;
5801;111,7;
5802;117,05;
5803;121,9;
5804;129,7;
5805;157,64;
5806;185,25;
5807;191,52;
5808;182;
5809;185;
5810;177,61;
5811;169,56;
5812;164,16;
5813;160;
5814;155,43;
5815;148,74;
5816;142,58;
5817;130,4;
5818;130,4;
5819;129,7;
5820;120;
5821;110,25;
5822;109,01;
5823;97;
5824;77,1;
5825;65,71;
5826;66,47;
5827;77,1;
5828;92,99;
5829;119,73;
5830;154,56;
5831;160,38;
5832;145;
5833;141,68;
5834;135,79;
5835;134,64;
5836;134,64;
5837;134,64;
5838;137,37;
5839;139,96;
5840;134,64;
5841;133,12;
5842;116,47;
5843;107;
5844;100,94;
5845;106,7;
5846;102,7;
5847;100,4;
5848;87,55;
5849;78,75;
5850;74,25;
5851;77;
5852;91,05;
5853;124,15;
5854;143,97;
5855;153,21;
5856;140;
5857;142,43;
5858;129,54;
5859;120;
5860;115,25;
5861;120,5;
5862;134,64;
5863;142,94;
5864;163,88;
5865;157,61;
5866;143;
5867;141,68;
5868;138,99;
5869;142,43;
5870;142,43;
5871;140;
5872;132;
5873;130,92;
5874;132;
5875;134,64;
5876;142,43;
5877;165,02;
5878;181;
5879;180;
5880;165,15;
5881;147,01;
5882;135;
5883;131,4;
5884;135;
5885;137,46;
5886;147,95;
5887;150,56;
5888;165,44;
5889;165,02;
5890;150,56;
5891;139,68;
5892;135;
5893;140;
5894;143,55;
5895;136,01;
5896;132,86;
5897;131,4;
5898;131,2;
5899;131,2;
5900;133,43;
5901;160,56;
5902;171,09;
5903;170;
5904;150,56;
5905;167,01;
5906;157;
5907;145;
5908;145;
5909;146;
5910;152,29;
5911;168,1;
5912;172,28;
5913;167,01;
5914;143,51;
5915;131,4;
5916;125,69;
5917;125;
5918;125;
5919;119,52;
5920;103,2;
5921;96,23;
5922;94,9;
5923;92,07;
5924;99,05;
5925;123,2;
5926;131,2;
5927;131,4;
5928;124,7;
5929;139,33;
5930;136,87;
5931;136,87;
5932;140;
5933;141,38;
5934;141,98;
5935;143;
5936;151;
5937;143;
5938;137,01;
5939;136,7;
5940;130,37;
5941;127,01;
5942;121,4;
5943;116;
5944;110,6;
5945;100,41;
5946;99,78;
5947;99,36;
5948;114,7;
5949;139,81;
5950;156;
5951;158,6;
5952;150;
5953;147,64;
5954;146,48;
5955;143,7;
5956;142,4;
5957;144,96;
5958;146,75;
5959;146,75;
5960;152,61;
5961;147,64;
5962;146,15;
5963;148,74;
5964;147,79;
5965;153,21;
5966;151;
5967;144,96;
5968;140,25;
5969;134,63;
5970;134,02;
5971;124,99;
5972;138,91;
5973;146,15;
5974;154,7;
5975;154,12;
5976;146,75;
5977;167,29;
5978;161,7;
5979;159,1;
5980;154,59;
5981;157,06;
5982;159,61;
5983;160,57;
5984;148,58;
5985;144,25;
5986;133,58;
5987;136,77;
5988;129,97;
5989;120,77;
5990;122,99;
5991;114,2;
5992;112,7;
5993;109,25;
5994;110,3;
5995;118,26;
5996;140;
5997;152;
5998;167,29;
5999;170,34;
6000;167;
6001;164,99;
6002;160;
6003;149,99;
6004;145,5;
6005;142;
6006;145,62;
6007;144;
6008;127,8;
6009;116,51;
6010;108;
6011;104,61;
6012;94,74;
6013;122,99;
6014;125,1;
6015;117,6;
6016;99,16;
6017;91,2;
6018;91,55;
6019;114;
6020;128,3;
6021;160;
6022;177,16;
6023;193,06;
6024;180;
6025;165,79;
6026;164,37;
6027;153,04;
6028;150;
6029;152,5;
6030;152,73;
6031;164,77;
6032;176;
6033;176;
6034;165,79;
6035;164,77;
6036;158,86;
6037;161,01;
6038;163,58;
6039;163,58;
6040;158,86;
6041;152,73;
6042;148,74;
6043;143,83;
6044;146;
6045;164,77;
6046;171,09;
6047;166,62;
6048;152,73;
6049;149,95;
6050;130;
6051;120,1;
6052;118,78;
6053;114,57;
6054;120;
6055;130;
6056;149,95;
6057;150,36;
6058;148,61;
6059;148,5;
6060;147,64;
6061;148,5;
6062;149,95;
6063;148,5;
6064;130;
6065;128;
6066;127,95;
6067;126,95;
6068;130;
6069;149,95;
6070;163,58;
6071;161;
6072;147,1;
6073;148;
6074;116,45;
6075;116,3;
6076;115,55;
6077;116,35;
6078;125;
6079;148,74;
6080;161,59;
6081;161,59;
6082;155;
6083;155,89;
6084;151,89;
6085;155,22;
6086;155,89;
6087;148,1;
6088;134,8;
6089;124,43;
6090;122,09;
6091;142;
6092;156,5;
6093;166,62;
6094;174,5;
6095;173,09;
6096;161,59;
6097;155,06;
6098;131;
6099;116,45;
6100;115,55;
6101;114,99;
6102;114,99;
6103;115,55;
6104;120;
6105;115,55;
6106;110;
6107;111,05;
6108;110,22;
6109;114,95;
6110;115,55;
6111;115,95;
6112;114,99;
6113;113,51;
6114;112,55;
6115;108,01;
6116;115,55;
6117;151,81;
6118;169;
6119;169;
6120;149,59;
6121;161,09;
6122;149,88;
6123;129;
6124;120,89;
6125;123;
6126;129,99;
6127;150,56;
6128;161;
6129;161,09;
6130;140,5;
6131;133,95;
6132;145,5;
6133;153,21;
6134;160;
6135;150,56;
6136;143,3;
6137;134,19;
6138;132,25;
6139;130;
6140;145,5;
6141;165,87;
6142;169,12;
6143;169,12;
6144;162;
6145;156,63;
6146;150,9;
6147;151;
6148;154,61;
6149;156,63;
6150;160;
6151;166,62;
6152;151,92;
6153;149;
6154;138,4;
6155;134,13;
6156;134,25;
6157;137,56;
6158;139,15;
6159;138,71;
6160;134,25;
6161;129,5;
6162;129,5;
6163;134,13;
6164;138,51;
6165;161,09;
6166;175,56;
6167;179,85;
6168;165;
6169;153,95;
6170;149,99;
6171;150;
6172;150;
6173;153,14;
6174;153,95;
6175;153,14;
6176;144,01;
6177;125,43;
6178;119,05;
6179;116,8;
6180;118,22;
6181;120;
6182;125,43;
6183;125,43;
6184;119,06;
6185;117,54;
6186;116,62;
6187;118,22;
6188;122;
6189;153,21;
6190;171,09;
6191;184;
6192;166,62;
6193;164,67;
6194;158,18;
6195;153,14;
6196;135,06;
6197;139;
6198;152,85;
6199;158,69;
6200;165,84;
6201;170;
6202;159,51;
6203;156,56;
6204;153,36;
6205;157,07;
6206;157,07;
6207;153;
6208;145;
6209;142,31;
6210;144,25;
6211;149;
6212;158,18;
6213;175;
6214;191,39;
6215;181,01;
6216;160,78;
6217;169,85;
6218;150;
6219;144,95;
6220;127;
6221;123,55;
6222;127;
6223;140;
6224;150,31;
6225;150,41;
6226;145,06;
6227;143,94;
6228;143,94;
6229;148,2;
6230;150;
6231;150,41;
6232;151,86;
6233;152,37;
6234;154,01;
6235;162,69;
6236;175,87;
6237;196,89;
6238;201,6;
6239;200;
6240;177,01;
6241;171,4;
6242;161;
6243;150;
6244;145;
6245;151;
6246;160,35;
6247;149,99;
6248;171,4;
6249;168,56;
6250;153,06;
6251;159;
6252;156;
6253;158,87;
6254;158,97;
6255;153,06;
6256;152,96;
6257;147,23;
6258;148,45;
6259;140;
6260;153,16;
6261;174,63;
6262;186,31;
6263;185;
6264;171,4;
6265;190;
6266;174,56;
6267;169,03;
6268;162,06;
6269;163,59;
6270;169,39;
6271;171,01;
6272;178,17;
6273;175,87;
6274;171,01;
6275;167,43;
6276;161,96;
6277;163,59;
6278;164;
6279;162,16;
6280;159,8;
6281;155;
6282;143,06;
6283;145;
6284;143,06;
6285;145;
6286;163,85;
6287;154,74;
6288;140;
6289;145;
6290;142,45;
6291;138;
6292;135,05;
6293;135,4;
6294;140;
6295;139,99;
6296;145;
6297;147,9;
6298;143,06;
6299;142,45;
6300;126;
6301;141,94;
6302;142,94;
6303;143,06;
6304;143,06;
6305;143,15;
6306;143,15;
6307;143,06;
6308;149,99;
6309;175;
6310;184,01;
6311;180,06;
6312;164,32;
6313;175,65;
6314;161;
6315;150;
6316;130,05;
6317;136,85;
6318;137;
6319;130,05;
6320;123,45;
6321;122,78;
6322;122,32;
6323;122,02;
6324;120,69;
6325;121,69;
6326;122,32;
6327;122,14;
6328;122,02;
6329;120,84;
6330;120,94;
6331;122,02;
6332;122,78;
6333;164,32;
6334;176,16;
6335;176,16;
6336;160,74;
6337;110,09;
6338;103,5;
6339;102,62;
6340;102;
6341;102,9;
6342;102,92;
6343;102,78;
6344;101,82;
6345;96,81;
6346;81,72;
6347;72,97;
6348;69,05;
6349;71,08;
6350;84;
6351;84;
6352;78,09;
6353;75,49;
6354;76,92;
6355;90,56;
6356;101,7;
6357;141,62;
6358;166,03;
6359;179,27;
6360;160,74;
6361;142,98;
6362;112,9;
6363;111,04;
6364;110,67;
6365;111,4;
6366;112,78;
6367;130;
6368;149,11;
6369;150;
6370;147,09;
6371;131;
6372;112,78;
6373;112,28;
6374;111,78;
6375;104,76;
6376;95;
6377;95;
6378;91,27;
6379;100;
6380;100;
6381;110,05;
6382;112,48;
6383;112,9;
6384;111,16;
6385;150,01;
6386;132,11;
6387;125;
6388;118,49;
6389;130,09;
6390;131,83;
6391;139,51;
6392;153,58;
6393;153,58;
6394;148,81;
6395;139;
6396;134;
6397;136,36;
6398;135,86;
6399;130,6;
6400;120;
6401;123,71;
6402;125,69;
6403;133,75;
6404;148,3;
6405;167,9;
6406;180;
6407;182,49;
6408;175,82;
6409;153,93;
6410;149,6;
6411;143,84;
6412;149,09;
6413;146,22;
6414;149,6;
6415;149,61;
6416;149,61;
6417;149,6;
6418;140,72;
6419;138,44;
6420;140,52;
6421;150;
6422;153,58;
6423;151,29;
6424;153,29;
6425;149,61;
6426;140,42;
6427;137,47;
6428;140,42;
6429;151,11;
6430;154,35;
6431;153,58;
6432;145;
6433;142,9;
6434;136,5;
6435;119,91;
6436;111,25;
6437;115;
6438;129,64;
6439;142,9;
6440;150,11;
6441;149,7;
6442;145;
6443;141,96;
6444;136,08;
6445;142,9;
6446;143,11;
6447;137,09;
6448;137,19;
6449;137,29;
6450;135,77;
6451;136,08;
6452;142,9;
6453;148,6;
6454;151,06;
6455;151,22;
6456;148,09;
6457;148,09;
6458;140,17;
6459;121,38;
6460;120;
6461;120,38;
6462;132,6;
6463;146,88;
6464;148,18;
6465;148,09;
6466;145,52;
6467;146,88;
6468;145,01;
6469;146,88;
6470;145,52;
6471;133,11;
6472;128;
6473;120;
6474;115,7;
6475;110,1;
6476;110,99;
6477;130;
6478;139,13;
6479;140;
6480;120,25;
6481;157,49;
6482;150,84;
6483;146,48;
6484;145,47;
6485;145,47;
6486;145,47;
6487;145,98;
6488;146,48;
6489;145,98;
6490;145,07;
6491;140,37;
6492;145,98;
6493;147,09;
6494;149,25;
6495;147,01;
6496;145,47;
6497;139,97;
6498;139,87;
6499;146,48;
6500;160;
6501;178,29;
6502;215;
6503;221,1;
6504;193,14;
6505;168;
6506;166,55;
6507;160,5;
6508;158,34;
6509;159,9;
6510;159,9;
6511;156,93;
6512;144,3;
6513;124,2;
6514;118,57;
6515;110;
6516;109,79;
6517;115,64;
6518;117,47;
6519;114,99;
6520;104,03;
6521;98,97;
6522;91,47;
6523;102,06;
6524;119,57;
6525;150,84;
6526;168,64;
6527;192,01;
6528;175;
6529;186,58;
6530;173,54;
6531;165;
6532;160,26;
6533;160,04;
6534;163,44;
6535;163,44;
6536;170,26;
6537;172,26;
6538;168,64;
6539;164,76;
6540;161,44;
6541;161,62;
6542;161,62;
6543;155,13;
6544;148;
6545;127,46;
6546;125,56;
6547;125,12;
6548;127,56;
6549;160;
6550;164,2;
6551;166,41;
6552;160,14;
6553;144,03;
6554;134;
6555;125,12;
6556;125,1;
6557;125,1;
6558;128;
6559;144,34;
6560;154,18;
6561;158;
6562;148,02;
6563;146,03;
6564;152,46;
6565;162,87;
6566;165;
6567;160,04;
6568;150,99;
6569;140,99;
6570;134;
6571;126,17;
6572;136,01;
6573;154,35;
6574;160,74;
6575;165;
6576;155;
6577;145,89;
6578;138,05;
6579;130;
6580;125,12;
6581;127,02;
6582;136,07;
6583;141,94;
6584;156,3;
6585;160,13;
6586;151,64;
6587;140,63;
6588;141,94;
6589;153,33;
6590;159,21;
6591;155,13;
6592;157,93;
6593;153,6;
6594;151,64;
6595;140,83;
6596;151,74;
6597;160,14;
6598;164,2;
6599;162,26;
6600;153,33;
6601;180;
6602;176,07;
6603;170;
6604;165;
6605;165,45;
6606;170;
6607;175;
6608;178,19;
6609;179;
6610;170;
6611;165,45;
6612;167,37;
6613;177,58;
6614;177,58;
6615;168,18;
6616;162,76;
6617;160,52;
6618;159,27;
6619;151,17;
6620;159,61;
6621;175;
6622;178,09;
6623;177,58;
6624;167,77;
6625;161;
6626;150,29;
6627;142,81;
6628;138,51;
6629;139,01;
6630;142,91;
6631;145,54;
6632;150,29;
6633;150,29;
6634;139,01;
6635;135,34;
6636;135,34;
6637;145,85;
6638;148,02;
6639;141,01;
6640;135,95;
6641;132,91;
6642;120,51;
6643;119;
6644;133,01;
6645;153,33;
6646;156,93;
6647;150,29;
6648;129;
6649;163,78;
6650;155,69;
6651;148,55;
6652;139,01;
6653;120,99;
6654;120,12;
6655;120,12;
6656;117,6;
6657;116,8;
6658;114,8;
6659;114,3;
6660;115;
6661;116,8;
6662;120,12;
6663;120,12;
6664;120,12;
6665;120;
6666;116,9;
6667;120,12;
6668;142,78;
6669;148;
6670;149,29;
6671;150;
6672;148,46;
6673;121,17;
6674;115,99;
6675;106,99;
6676;100,9;
6677;108,17;
6678;110;
6679;111,14;
6680;106,99;
6681;95;
6682;90,87;
6683;80;
6684;80,58;
6685;91,48;
6686;95;
6687;103;
6688;104,48;
6689;101,98;
6690;99,98;
6691;108,17;
6692;117,48;
6693;152,16;
6694;165;
6695;183,03;
6696;164,64;
6697;157,48;
6698;153,33;
6699;150,15;
6700;148,02;
6701;147,39;
6702;150,15;
6703;150,15;
6704;148;
6705;150,15;
6706;145,13;
6707;123,72;
6708;125;
6709;130;
6710;140,65;
6711;144,78;
6712;142,01;
6713;140,13;
6714;147,39;
6715;148;
6716;153,33;
6717;159,43;
6718;165,09;
6719;165;
6720;153,95;
6721;156,43;
6722;151,81;
6723;145;
6724;144,78;
6725;149,65;
6726;153,33;
6727;154,43;
6728;152,62;
6729;151,81;
6730;147;
6731;130;
6732;129;
6733;131,07;
6734;140;
6735;146,63;
6736;147,13;
6737;147,39;
6738;149,65;
6739;152,13;
6740;161,57;
6741;170;
6742;180;
6743;175;
6744;164,63;
6745;169,67;
6746;161;
6747;153,15;
6748;147;
6749;144,56;
6750;149,01;
6751;155;
6752;162,06;
6753;162,06;
6754;151,15;
6755;132;
6756;127,65;
6757;133,66;
6758;127,65;
6759;129;
6760;126;
6761;126;
6762;129;
6763;131,04;
6764;151,56;
6765;168;
6766;176;
6767;172,23;
6768;163,95;
6769;170;
6770;160,92;
6771;152,3;
6772;144;
6773;140;
6774;148,95;
6775;150;
6776;160;
6777;160;
6778;150;
6779;147,09;
6780;147,09;
6781;147,09;
6782;145,5;
6783;136,01;
6784;130;
6785;125;
6786;125;
6787;124,99;
6788;140;
6789;155,01;
6790;165,01;
6791;161,95;
6792;147,7;
6793;155,01;
6794;128,1;
6795;122,4;
6796;120,3;
6797;120,3;
6798;122,3;
6799;125;
6800;133,65;
6801;131,9;
6802;133;
6803;124;
6804;122,4;
6805;127;
6806;135,01;
6807;128,43;
6808;126,1;
6809;124;
6810;126,1;
6811;142,57;
6812;150;
6813;160,11;
6814;164;
6815;164;
6816;160,11;
6817;143,69;
6818;132,1;
6819;119,43;
6820;115;
6821;138,01;
6822;140,1;
6823;148,1;
6824;155;
6825;147,42;
6826;129;
6827;115;
6828;112,3;
6829;115;
6830;121;
6831;120,99;
6832;120,1;
6833;115;
6834;113;
6835;115;
6836;147,32;
6837;167,7;
6838;180;
6839;174,86;
6840;167,7;
6841;163,95;
6842;155,04;
6843;140;
6844;135,1;
6845;141,7;
6846;151,9;
6847;151;
6848;135,1;
6849;115,02;
6850;88,33;
6851;76,84;
6852;72,08;
6853;86,82;
6854;79,01;
6855;76,57;
6856;86,4;
6857;102,8;
6858;107,09;
6859;110,62;
6860;120,28;
6861;163,95;
6862;170,81;
6863;175;
6864;170;
6865;163,44;
6866;157,5;
6867;142;
6868;130;
6869;130;
6870;140;
6871;152,64;
6872;153,35;
6873;162,93;
6874;152,46;
6875;137,83;
6876;135,05;
6877;143,28;
6878;143,95;
6879;134,1;
6880;128;
6881;126;
6882;129,1;
6883;139,1;
6884;153,15;
6885;166,5;
6886;170,36;
6887;168,01;
6888;152,64;
6889;162,47;
6890;155,51;
6891;135,57;
6892;130;
6893;129;
6894;131,01;
6895;143,59;
6896;152,74;
6897;152,85;
6898;145,49;
6899;140;
6900;130;
6901;139,1;
6902;144,88;
6903;125,25;
6904;124,17;
6905;121;
6906;127,3;
6907;146,99;
6908;152,46;
6909;164,24;
6910;170,17;
6911;169,59;
6912;162,32;
6913;155,8;
6914;150,11;
6915;142,5;
6916;130,1;
6917;141,8;
6918;144,52;
6919;142,53;
6920;149,85;
6921;152,46;
6922;153,15;
6923;149,08;
6924;133,99;
6925;124,1;
6926;124,1;
6927;124,1;
6928;122;
6929;124,1;
6930;136,01;
6931;149,08;
6932;153,15;
6933;166,5;
6934;171,68;
6935;170,01;
6936;163,95;
6937;164,28;
6938;157,51;
6939;149,94;
6940;140;
6941;140;
6942;144,01;
6943;150,44;
6944;160,61;
6945;160,61;
6946;157,81;
6947;149,96;
6948;140;
6949;139,65;
6950;144,99;
6951;126,2;
6952;122,5;
6953;123,1;
6954;136,99;
6955;149,94;
6956;158,22;
6957;170;
6958;176,05;
6959;173,1;
6960;167,14;
6961;176,07;
6962;162,3;
6963;153,69;
6964;150,27;
6965;150,27;
6966;153,19;
6967;164,26;
6968;176,07;
6969;176,07;
6970;168,43;
6971;161,28;
6972;148,1;
6973;151,01;
6974;157,1;
6975;143,03;
6976;127,6;
6977;124,69;
6978;129,18;
6979;144,81;
6980;164,34;
6981;176,7;
6982;182,78;
6983;180;
6984;176,7;
6985;174,85;
6986;168,44;
6987;164,48;
6988;159,53;
6989;159,53;
6990;158,26;
6991;159,53;
6992;158,04;
6993;158,26;
6994;162,5;
6995;159,99;
6996;128,24;
6997;147,72;
6998;136,1;
6999;119,12;
7000;119,12;
7001;118,25;
7002;118,25;
7003;120;
7004;155,93;
7005;170;
7006;179,32;
7007;180,6;
7008;179,71;
7009;190,94;
7010;189,32;
7011;186,05;
7012;185,12;
7013;183,61;
7014;182,85;
7015;181,23;
7016;169,66;
7017;161;
7018;125;
7019;114,8;
7020;112,2;
7021;111,2;
7022;111,2;
7023;109,76;
7024;103,01;
7025;91,15;
7026;90,4;
7027;96,68;
7028;115,2;
7029;183,1;
7030;197,4;
7031;200,01;
7032;189,47;
7033;177,79;
7034;170,5;
7035;161;
7036;137,07;
7037;125,1;
7038;125,4;
7039;157,1;
7040;158,28;
7041;157,1;
7042;147;
7043;120;
7044;110;
7045;115,01;
7046;120;
7047;119;
7048;119;
7049;115;
7050;113,1;
7051;120;
7052;167,21;
7053;179,83;
7054;194,25;
7055;195;
7056;184,69;
7057;176,5;
7058;165,39;
7059;159,64;
7060;159,64;
7061;144,99;
7062;143,01;
7063;156,97;
7064;168,36;
7065;170;
7066;149,18;
7067;118,88;
7068;137,83;
7069;125,1;
7070;121,1;
7071;113,5;
7072;106,65;
7073;105;
7074;106,65;
7075;106,65;
7076;112,8;
7077;161,03;
7078;180,03;
7079;180,01;
7080;168;
7081;170,51;
7082;165,54;
7083;158,66;
7084;156,01;
7085;154,9;
7086;161,01;
7087;167,86;
7088;172,01;
7089;161,99;
7090;150;
7091;120,6;
7092;106,98;
7093;111,36;
7094;125;
7095;123,6;
7096;106,98;
7097;104,14;
7098;102,2;
7099;99,67;
7100;109;
7101;149,89;
7102;168;
7103;160;
7104;137,21;
7105;149,04;
7106;150;
7107;149,04;
7108;125;
7109;125;
7110;135,99;
7111;160,25;
7112;165;
7113;164,51;
7114;140;
7115;105;
7116;100;
7117;105;
7118;106,98;
7119;105;
7120;99;
7121;98,6;
7122;100;
7123;105;
7124;137,83;
7125;170,71;
7126;189,33;
7127;177,83;
7128;168,06;
7129;135,99;
7130;115,51;
7131;110;
7132;90;
7133;91,62;
7134;92,92;
7135;147;
7136;150,66;
7137;150;
7138;116,1;
7139;90;
7140;90;
7141;106,84;
7142;120;
7143;117,99;
7144;130;
7145;137,07;
7146;139,32;
7147;150;
7148;167,6;
7149;197,32;
7150;230,18;
7151;200;
7152;172,28;
7153;179,18;
7154;178,2;
7155;177,6;
7156;176,57;
7157;177,29;
7158;177,29;
7159;178,2;
7160;175;
7161;171,08;
7162;170;
7163;159,51;
7164;150;
7165;155,41;
7166;159,92;
7167;151,66;
7168;133,4;
7169;120;
7170;121,87;
7171;150,4;
7172;169,66;
7173;186,49;
7174;230;
7175;223,01;
7176;187;
7177;205,41;
7178;193,27;
7179;189,31;
7180;185;
7181;181,94;
7182;180,06;
7183;181,66;
7184;181,43;
7185;175,51;
7186;175,06;
7187;134,98;
7188;105;
7189;107;
7190;105;
7191;92,92;
7192;78,1;
7193;71,03;
7194;25,09;
7195;57,25;
7196;74;
7197;145;
7198;182,66;
7199;182,68;
7200;177,02;
7201;207,9;
7202;185;
7203;171,61;
7204;150;
7205;145,71;
7206;153,3;
7207;183;
7208;209,56;
7209;205;
7210;185,84;
7211;149,99;
7212;125;
7213;132,09;
7214;160;
7215;159,06;
7216;140,9;
7217;140;
7218;137,83;
7219;175;
7220;207,9;
7221;223,5;
7222;250;
7223;229,99;
7224;209,66;
7225;192,67;
7226;174,74;
7227;150;
7228;148,6;
7229;150;
7230;155;
7231;180,44;
7232;184,84;
7233;182,8;
7234;157,7;
7235;159;
7236;162,75;
7237;169,84;
7238;184,84;
7239;185,04;
7240;180,19;
7241;170,07;
7242;170;
7243;182,74;
7244;206,4;
7245;235,51;
7246;250;
7247;239,18;
7248;217,97;
7249;215,58;
7250;209,56;
7251;210,06;
7252;208,23;
7253;208,01;
7254;200;
7255;183,91;
7256;207,74;
7257;208,14;
7258;200,99;
7259;151,17;
7260;147,6;
7261;148,5;
7262;160,6;
7263;150;
7264;140,35;
7265;140,07;
7266;143,98;
7267;148;
7268;204,86;
7269;220,78;
7270;236,79;
7271;223,24;
7272;218,69;
7273;201,27;
7274;155;
7275;152;
7276;151;
7277;148,1;
7278;143,98;
7279;152;
7280;180,33;
7281;180,83;
7282;191,23;
7283;154;
7284;140,35;
7285;140,35;
7286;150;
7287;143,1;
7288;140,35;
7289;133,1;
7290;133,1;
7291;145,99;
7292;155,36;
7293;203,12;
7294;209,26;
7295;201,27;
7296;180;
7297;200,39;
7298;148,78;
7299;135,1;
7300;125;
7301;125,62;
7302;125,62;
7303;135,67;
7304;185;
7305;166;
7306;137,73;
7307;130;
7308;130;
7309;142,95;
7310;199,99;
7311;192;
7312;193,66;
7313;199,99;
7314;200;
7315;203,12;
7316;214,69;
7317;224,01;
7318;243,86;
7319;233,65;
7320;215;
7321;185,31;
7322;170;
7323;148,86;
7324;142,92;
7325;150,1;
7326;160,1;
7327;169,26;
7328;160,07;
7329;150,1;
7330;140;
7331;130;
7332;127;
7333;128;
7334;129;
7335;129;
7336;128;
7337;128;
7338;129,17;
7339;137;
7340;179,99;
7341;220;
7342;242,82;
7343;239,18;
7344;217,05;
7345;220;
7346;210;
7347;185,25;
7348;177,31;
7349;166,39;
7350;166,29;
7351;173,34;
7352;129,99;
7353;120;
7354;107;
7355;70,25;
7356;57,91;
7357;67,75;
7358;68;
7359;68;
7360;68;
7361;68;
7362;85,3;
7363;110;
7364;130;
7365;210,87;
7366;225;
7367;225;
7368;220,2;
7369;215,49;
7370;201,44;
7371;180;
7372;160;
7373;173,92;
7374;179,33;
7375;200,25;
7376;204,73;
7377;216,88;
7378;210,71;
7379;190;
7380;169,57;
7381;160,91;
7382;145;
7383;139,99;
7384;132,9;
7385;136,94;
7386;143,86;
7387;180,31;
7388;213,86;
7389;239,01;
7390;253,07;
7391;247,48;
7392;226,46;
7393;227,49;
7394;220;
7395;215,02;
7396;211,65;
7397;215;
7398;215,62;
7399;220;
7400;228;
7401;229,74;
7402;215,77;
7403;191,8;
7404;180;
7405;174,78;
7406;175,19;
7407;172,59;
7408;160,1;
