; x ;
1900;182,88;
1901;186,65;
1902;187,42;
1903;192,93;
1904;220,14;
1905;226,75;
1906;226,75;
1907;220,25;
1908;216,35;
1909;213,93;
1910;213,93;
1911;213,75;
1912;213,89;
1913;220,14;
1914;229,57;
1915;259,45;
1916;262,95;
1917;252,46;
1918;230,1;
1919;217,65;
1920;207,99;
1921;205;
1922;199,96;
1923;196,42;
1924;192,77;
1925;192,43;
1926;197,6;
1927;206,26;
1928;205,2;
1929;209,07;
1930;207,8;
1931;199,99;
1932;182,52;
1933;180,3;
1934;180,66;
1935;180,3;
1936;182,52;
1937;200,34;
1938;209,07;
1939;225,61;
1940;233,65;
1941;235,01;
1942;225,61;
1943;216,68;
1944;205,96;
1945;222,01;
1946;214,92;
1947;209,61;
1948;196,7;
1949;193,04;
1950;195,05;
1951;200,9;
1952;217,21;
1953;223,76;
1954;225,76;
1955;222,39;
1956;214,92;
1957;208,43;
1958;200;
1959;203,09;
1960;213,98;
1961;218,63;
1962;231,67;
1963;267,03;
1964;261,41;
1965;243,62;
1966;227,85;
1967;222,66;
1968;217;
1969;225,92;
1970;216;
1971;207,62;
1972;197,22;
1973;186,7;
1974;186,6;
1975;198,01;
1976;200,03;
1977;200;
1978;204,86;
1979;204,5;
1980;204,43;
1981;205,21;
1982;195,02;
1983;191,9;
1984;196,92;
1985;201,02;
1986;222,87;
1987;257,45;
1988;265,36;
1989;257,13;
1990;248,2;
1991;228,52;
1992;212,82;
1993;252,53;
1994;242,23;
1995;232,25;
1996;215,01;
1997;209,55;
1998;222,78;
1999;249,93;
2000;272,52;
2001;264,36;
2002;253,83;
2003;241,11;
2004;235,63;
2005;235,63;
2006;235,16;
2007;234,03;
2008;229,11;
2009;235,01;
2010;248,63;
2011;264,21;
2012;285,68;
2013;277,01;
2014;257,64;
2015;248,63;
2016;229,6;
2017;213,9;
2018;203,27;
2019;200,48;
2020;194,52;
2021;193,99;
2022;205;
2023;223,94;
2024;227,84;
2025;235,42;
2026;231,78;
2027;221,34;
2028;217,44;
2029;216,73;
2030;216,73;
2031;215,42;
2032;212,24;
2033;218;
2034;231,78;
2035;254,81;
2036;272,22;
2037;259,29;
2038;240;
2039;225,84;
2040;213,54;
2041;224,68;
2042;215,46;
2043;203,69;
2044;193,91;
2045;188,7;
2046;195,36;
2047;222,81;
2048;226,95;
2049;239,14;
2050;230,85;
2051;216,18;
2052;207,56;
2053;207,56;
2054;206,96;
2055;180,3;
2056;179,64;
2057;184,2;
2058;217,64;
2059;238,1;
2060;259,81;
2061;254,21;
2062;222,26;
2063;208,8;
2064;191,09;
2065;194,18;
2066;185,18;
2067;179,53;
2068;171,43;
2069;168,18;
2070;176,44;
2071;185,01;
2072;206,41;
2073;218,11;
2074;216,81;
2075;206,41;
2076;185,21;
2077;172,66;
2078;172,01;
2079;163,11;
2080;160,69;
2081;164,05;
2082;202,51;
2083;215,51;
2084;239,38;
2085;220,63;
2086;209,01;
2087;186,44;
2088;176,44;
2089;180;
2090;162,97;
2091;159,5;
2092;154,7;
2093;154,7;
2094;159,4;
2095;161,1;
2096;185;
2097;205,22;
2098;204,3;
2099;184,57;
2100;162,97;
2101;161,52;
2102;161,8;
2103;161,1;
2104;160;
2105;162,97;
2106;184,67;
2107;206,15;
2108;214,7;
2109;214,68;
2110;209,57;
2111;201,7;
2112;184,86;
2113;192,89;
2114;175;
2115;168,46;
2116;166,9;
2117;167;
2118;168;
2119;169,94;
2120;169,94;
2121;168,98;
2122;182,3;
2123;188,29;
2124;184;
2125;184,39;
2126;191,05;
2127;189,99;
2128;191,5;
2129;193,9;
2130;204,99;
2131;227,41;
2132;245,27;
2133;227,75;
2134;212;
2135;203;
2136;197;
2137;197,14;
2138;190;
2139;187,98;
2140;179,73;
2141;179,04;
2142;179,49;
2143;179,93;
2144;189,99;
2145;190;
2146;195,31;
2147;195,34;
2148;195,87;
2149;195,41;
2150;186,29;
2151;184,49;
2152;190;
2153;194;
2154;214,95;
2155;239,49;
2156;244,31;
2157;249;
2158;247,3;
2159;222,8;
2160;204,3;
2161;190,27;
2162;179,97;
2163;178,99;
2164;177,46;
2165;177,61;
2166;190;
2167;224,83;
2168;237,53;
2169;243,47;
2170;243,47;
2171;239,52;
2172;233,99;
2173;231,21;
2174;230,63;
2175;229,4;
2176;230,5;
2177;231,77;
2178;240;
2179;265;
2180;297,33;
2181;274,98;
2182;250;
2183;235,02;
2184;215,02;
2185;220,27;
2186;212,9;
2187;203,75;
2188;196,24;
2189;198,89;
2190;215,01;
2191;225;
2192;228,36;
2193;236,4;
2194;235,1;
2195;227,41;
2196;222,8;
2197;219,5;
2198;216,53;
2199;216,31;
2200;219,89;
2201;226;
2202;231,02;
2203;239,1;
2204;248,53;
2205;256,36;
2206;242;
2207;229,9;
2208;214,41;
2209;244,86;
2210;235;
2211;231,86;
2212;228;
2213;225,01;
2214;233,16;
2215;233,16;
2216;238,57;
2217;243,97;
2218;243,97;
2219;239,66;
2220;237,81;
2221;234,69;
2222;233,16;
2223;229,47;
2224;229,17;
2225;234,18;
2226;237,92;
2227;243,97;
2228;248,76;
2229;250;
2230;243,97;
2231;235,92;
2232;226,27;
2233;238,4;
2234;229,89;
2235;229;
2236;221,4;
2237;219;
2238;220;
2239;223,66;
2240;237;
2241;248,8;
2242;248,8;
2243;238,1;
2244;229,89;
2245;230,5;
2246;231;
2247;226,6;
2248;225;
2249;229,5;
2250;237;
2251;244;
2252;249,01;
2253;248,35;
2254;237;
2255;215,75;
2256;222,4;
2257;232,13;
2258;220;
2259;209,1;
2260;199,5;
2261;190;
2262;204,5;
2263;223,8;
2264;243,17;
2265;250,73;
2266;246,03;
2267;230,29;
2268;221,53;
2269;217,46;
2270;211,88;
2271;193,61;
2272;203,42;
2273;215,01;
2274;237,45;
2275;249,2;
2276;255,38;
2277;250;
2278;238,88;
2279;229,05;
2280;217,99;
2281;228,06;
2282;216,52;
2283;199,56;
2284;204,94;
2285;202,12;
2286;196,98;
2287;208,12;
2288;224,53;
2289;238,74;
2290;235,88;
2291;236,02;
2292;220,87;
2293;217,41;
2294;212,19;
2295;206,99;
2296;181,97;
2297;182,25;
2298;221,53;
2299;247;
2300;263,03;
2301;259,94;
2302;259,94;
2303;250,73;
2304;245,2;
2305;234,5;
2306;220,58;
2307;216;
2308;207,63;
2309;206,5;
2310;211,34;
2311;214;
2312;223;
2313;218;
2314;229;
2315;223,53;
2316;231,2;
2317;234,89;
2318;221,86;
2319;214,01;
2320;209,03;
2321;220;
2322;229;
2323;261,5;
2324;263,39;
2325;268,65;
2326;266,01;
2327;257,55;
2328;250,94;
2329;242,36;
2330;222;
2331;193,43;
2332;179,75;
2333;167,8;
2334;167,8;
2335;193,09;
2336;240;
2337;251,24;
2338;251,92;
2339;248,08;
2340;243,21;
2341;237,81;
2342;221,57;
2343;207,22;
2344;193,81;
2345;195,13;
2346;240,67;
2347;253,8;
2348;260;
2349;252,22;
2350;240;
2351;218,69;
2352;202,01;
2353;208,4;
2354;191,95;
2355;191,65;
2356;186,1;
2357;169,97;
2358;181;
2359;191,94;
2360;227;
2361;250;
2362;233,19;
2363;196,84;
2364;191,65;
2365;191,1;
2366;190,02;
2367;191,09;
2368;171,89;
2369;190,96;
2370;216,88;
2371;245,01;
2372;253;
2373;251,87;
2374;226,04;
2375;207,14;
2376;202,3;
2377;184,75;
2378;178,69;
2379;170,1;
2380;168,08;
2381;169,53;
2382;174,97;
2383;182;
2384;220,72;
2385;223,5;
2386;225,02;
2387;207,27;
2388;193,94;
2389;196,3;
2390;195;
2391;193,94;
2392;193,09;
2393;201,53;
2394;238,01;
2395;266,9;
2396;267,88;
2397;270,09;
2398;267,97;
2399;239,95;
2400;215;
2401;215;
2402;189,09;
2403;182,37;
2404;178,3;
2405;173,25;
2406;181,5;
2407;193,21;
2408;232,74;
2409;246;
2410;231,79;
2411;213,26;
2412;209;
2413;199,1;
2414;192,68;
2415;189,95;
2416;189,94;
2417;200;
2418;224,15;
2419;237,72;
2420;245,68;
2421;240;
2422;225,01;
2423;204,88;
2424;194,74;
2425;197;
2426;181,32;
2427;179,34;
2428;167,44;
2429;166,59;
2430;167,44;
2431;180,05;
2432;217,32;
2433;227,87;
2434;227,87;
2435;220,72;
2436;200,03;
2437;190;
2438;179,85;
2439;179,95;
2440;174,54;
2441;179,55;
2442;196,31;
2443;218,63;
2444;233,34;
2445;227,66;
2446;223,58;
2447;204,74;
2448;187,49;
2449;217,32;
2450;215;
2451;190,2;
2452;189,5;
2453;182,02;
2454;181,42;
2455;190,05;
2456;190,98;
2457;214,04;
2458;210,01;
2459;216,43;
2460;189,95;
2461;190,15;
2462;189;
2463;174,9;
2464;170,47;
2465;173,95;
2466;178,28;
2467;223,01;
2468;226,5;
2469;225;
2470;223,01;
2471;210;
2472;189,75;
2473;189,7;
2474;178,85;
2475;177,6;
2476;176,09;
2477;173,44;
2478;177,6;
2479;179,05;
2480;179,35;
2481;179,35;
2482;179,25;
2483;178,75;
2484;177,51;
2485;179,89;
2486;178,95;
2487;178,85;
2488;172,59;
2489;172,18;
2490;179,25;
2491;225,51;
2492;240;
2493;246,43;
2494;235,02;
2495;226,01;
2496;190;
2497;189,5;
2498;179,41;
2499;176;
2500;175,2;
2501;165,97;
2502;176;
2503;205;
2504;239,03;
2505;253,61;
2506;246,92;
2507;232,18;
2508;212,7;
2509;201,01;
2510;199,46;
2511;190,15;
2512;186,03;
2513;190,15;
2514;206,36;
2515;235,78;
2516;239,42;
2517;236,47;
2518;227,89;
2519;201,3;
2520;189,55;
2521;184;
2522;179,88;
2523;174,68;
2524;170,88;
2525;180,01;
2526;183,62;
2527;190,74;
2528;240,11;
2529;250;
2530;233,59;
2531;211,5;
2532;190,1;
2533;185,84;
2534;182,44;
2535;179,41;
2536;178,62;
2537;184,1;
2538;211,47;
2539;240;
2540;249,49;
2541;240;
2542;235;
2543;212,71;
2544;200,57;
2545;195;
2546;187,38;
2547;185;
2548;183,44;
2549;182,59;
2550;182,65;
2551;200,23;
2552;237,91;
2553;248,83;
2554;235,8;
2555;220,45;
2556;202,96;
2557;192,45;
2558;188,05;
2559;183,44;
2560;188,1;
2561;189,95;
2562;219;
2563;249,12;
2564;257,28;
2565;245,1;
2566;240,89;
2567;229,97;
2568;207;
2569;206,35;
2570;192,61;
2571;185,1;
2572;172,23;
2573;174,85;
2574;175,15;
2575;203,2;
2576;233,46;
2577;240,32;
2578;230,16;
2579;216,24;
2580;206,55;
2581;193,23;
2582;180,14;
2583;177,45;
2584;184,55;
2585;195,98;
2586;215,77;
2587;238;
2588;248,01;
2589;235,01;
2590;226,8;
2591;209,99;
2592;195,71;
2593;199,03;
2594;178,85;
2595;175,05;
2596;167,2;
2597;165;
2598;171,3;
2599;196,95;
2600;220,04;
2601;229,7;
2602;223,92;
2603;207,83;
2604;191,5;
2605;174,95;
2606;174,5;
2607;174,55;
2608;172,54;
2609;176,99;
2610;206,96;
2611;226,8;
2612;241,18;
2613;221,31;
2614;216;
2615;205,79;
2616;197,89;
2617;212,17;
2618;211,1;
2619;205,89;
2620;203,08;
2621;200,47;
2622;194,91;
2623;199,03;
2624;207,43;
2625;210,89;
2626;211,17;
2627;203,23;
2628;184,74;
2629;179,99;
2630;171;
2631;168,39;
2632;166,79;
2633;171,56;
2634;194,89;
2635;212,52;
2636;231,55;
2637;220;
2638;214,89;
2639;204,89;
2640;193,94;
2641;220;
2642;214,23;
2643;210,89;
2644;187;
2645;169;
2646;169,4;
2647;170,3;
2648;191,08;
2649;169,5;
2650;169,8;
2651;163,34;
2652;148,3;
2653;148,2;
2654;117,92;
2655;70;
2656;93,07;
2657;104,77;
2658;123,9;
2659;164,59;
2660;181,92;
2661;205,01;
2662;205,01;
2663;170,84;
2664;168,99;
2665;153,57;
2666;150;
2667;142,49;
2668;107,5;
2669;105;
2670;146,96;
2671;170,84;
2672;217,51;
2673;224,59;
2674;228,2;
2675;218,09;
2676;200,42;
2677;170;
2678;162,9;
2679;160;
2680;156,11;
2681;162,68;
2682;194,99;
2683;221,98;
2684;248,71;
2685;229,02;
2686;222,85;
2687;210,55;
2688;194,81;
2689;198,18;
2690;189;
2691;179,7;
2692;173,4;
2693;165,85;
2694;169,3;
2695;204,2;
2696;234,06;
2697;250,79;
2698;240;
2699;220,43;
2700;202,38;
2701;183,62;
2702;162,9;
2703;162,68;
2704;162,52;
2705;163,1;
2706;188,87;
2707;224;
2708;238,26;
2709;247,99;
2710;238,26;
2711;225,78;
2712;173,4;
2713;171,9;
2714;162,3;
2715;158,72;
2716;151,58;
2717;149,54;
2718;152,05;
2719;163,48;
2720;213,51;
2721;219,63;
2722;215,28;
2723;175,13;
2724;162,2;
2725;165;
2726;155,2;
2727;143,25;
2728;138,17;
2729;135,39;
2730;160,84;
2731;210,93;
2732;225;
2733;236,73;
2734;226,3;
2735;210,06;
2736;172;
2737;130;
2738;127,23;
2739;105;
2740;100;
2741;100;
2742;110;
2743;138;
2744;170;
2745;196,99;
2746;192,69;
2747;170;
2748;154,99;
2749;145,54;
2750;133,89;
2751;138,88;
2752;131,82;
2753;154,68;
2754;160;
2755;210,18;
2756;238,07;
2757;268,12;
2758;237,8;
2759;210,3;
2760;197,64;
2761;206,4;
2762;200;
2763;190,15;
2764;181,19;
2765;174,1;
2766;174,1;
2767;200;
2768;210,86;
2769;215;
2770;210;
2771;205,61;
2772;199,9;
2773;188,43;
2774;180,49;
2775;159,9;
2776;154,09;
2777;154;
2778;156,84;
2779;190;
2780;200;
2781;192,2;
2782;178,03;
2783;154;
2784;146,86;
2785;129;
2786;111,99;
2787;98,06;
2788;77,2;
2789;82,57;
2790;96,6;
2791;111,99;
2792;136,4;
2793;138,97;
2794;169,88;
2795;140,7;
2796;131,78;
2797;120,84;
2798;120,84;
2799;120,84;
2800;110,3;
2801;111,99;
2802;129,1;
2803;168;
2804;196,85;
2805;204;
2806;204,79;
2807;201;
2808;192,5;
2809;196;
2810;175,36;
2811;150;
2812;140,85;
2813;140,84;
2814;145,44;
2815;160;
2816;172,54;
2817;149,54;
2818;140,84;
2819;136,1;
2820;130,5;
2821;129;
2822;130,16;
2823;129,11;
2824;125,52;
2825;128,6;
2826;136,6;
2827;200;
2828;218,1;
2829;225;
2830;223,31;
2831;215;
2832;205;
2833;199;
2834;165;
2835;158,89;
2836;147,1;
2837;142;
2838;154,59;
2839;201,36;
2840;221,12;
2841;225;
2842;218,51;
2843;198,36;
2844;170,11;
2845;161,36;
2846;147,1;
2847;141,6;
2848;125,52;
2849;141,6;
2850;163,14;
2851;218,51;
2852;227,92;
2853;237;
2854;227,34;
2855;218,5;
2856;189;
2857;176,59;
2858;169,72;
2859;165,3;
2860;163,06;
2861;158;
2862;164,39;
2863;192;
2864;203;
2865;211,59;
2866;200;
2867;191,63;
2868;174,38;
2869;171,33;
2870;160;
2871;144,82;
2872;140;
2873;141,5;
2874;160;
2875;203,81;
2876;215;
2877;221,7;
2878;211,8;
2879;197,72;
2880;176,4;
2881;178,55;
2882;172,87;
2883;167,5;
2884;163,59;
2885;163,07;
2886;169,55;
2887;201,58;
2888;211,93;
2889;216,82;
2890;214,72;
2891;205,51;
2892;194,86;
2893;183,9;
2894;177,89;
2895;167,38;
2896;170;
2897;180;
2898;205,72;
2899;230;
2900;236,86;
2901;244,08;
2902;223,11;
2903;213,21;
2904;207,99;
2905;210,61;
2906;208,12;
2907;200,39;
2908;197,75;
2909;201,2;
2910;204,73;
2911;211,79;
2912;218,75;
2913;234,49;
2914;220,09;
2915;213,91;
2916;212,01;
2917;210,67;
2918;208,12;
2919;210;
2920;195;
2921;178,3;
2922;190,1;
2923;203,79;
2924;220,36;
2925;215,74;
2926;210,4;
2927;194,43;
2928;163,71;
2929;230;
2930;193,16;
2931;179,7;
2932;159,99;
2933;153,32;
2934;170;
2935;203,75;
2936;267,18;
2937;271,46;
2938;270,59;
2939;264,02;
2940;246,14;
2941;252,21;
2942;240,3;
2943;237,5;
2944;232,28;
2945;240;
2946;260,68;
2947;277,71;
2948;300;
2949;292,32;
2950;278,29;
2951;273,56;
2952;268,99;
2953;285,41;
2954;265;
2955;259,73;
2956;246;
2957;237,14;
2958;237,17;
2959;249,98;
2960;263,46;
2961;274,5;
2962;267,37;
2963;247,49;
2964;246;
2965;243,48;
2966;240,28;
2967;239,9;
2968;239,5;
2969;239,6;
2970;259,9;
2971;299;
2972;300,7;
2973;297,01;
2974;300;
2975;266,77;
2976;261,3;
2977;256,07;
2978;249,11;
2979;225;
2980;220,5;
2981;225;
2982;231,29;
2983;250,85;
2984;255,2;
2985;252,59;
2986;254,33;
2987;253,46;
2988;247,38;
2989;235,01;
2990;247,28;
2991;247,08;
2992;209,14;
2993;209,14;
2994;229,9;
2995;275,76;
2996;300;
2997;350;
2998;350;
2999;310,01;
3000;280;
3001;295;
3002;286,83;
3003;282,49;
3004;282,16;
3005;277,73;
3006;281,05;
3007;286,54;
3008;322,9;
3009;308,9;
3010;284,05;
3011;258,45;
3012;221,3;
3013;224;
3014;221,88;
3015;220;
3016;218,97;
3017;253,79;
3018;280,56;
3019;300;
3020;318,73;
3021;346;
3022;324,09;
3023;291,18;
3024;280;
3025;268,9;
3026;258,46;
3027;241,01;
3028;224;
3029;221;
3030;231,31;
3031;268,04;
3032;299,02;
3033;301,4;
3034;294,6;
3035;265,02;
3036;230;
3037;225,8;
3038;221,5;
3039;221,99;
3040;220,98;
3041;221,99;
3042;258,46;
3043;282,49;
3044;314,01;
3045;315,87;
3046;294,01;
3047;267,16;
3048;260,79;
3049;251,04;
3050;248,43;
3051;242,06;
3052;233,14;
3053;233,62;
3054;250;
3055;267,32;
3056;295;
3057;305;
3058;294,27;
3059;268,3;
3060;256,41;
3061;246,25;
3062;225,9;
3063;208,32;
3064;204,15;
3065;206,64;
3066;225;
3067;258,62;
3068;284,24;
3069;297;
3070;279,99;
3071;265,78;
3072;250,25;
3073;331,16;
3074;322,53;
3075;316;
3076;307,01;
3077;307,3;
3078;332,27;
3079;369,69;
3080;395,01;
3081;400;
3082;363,17;
3083;359,15;
3084;356,98;
3085;353,5;
3086;349,15;
3087;324,09;
3088;319,58;
3089;336,53;
3090;345;
3091;350;
3092;358,05;
3093;360,46;
3094;350;
3095;329,92;
3096;260;
3097;350;
3098;270,14;
3099;269,5;
3100;267,39;
3101;264,61;
3102;266,75;
3103;269,6;
3104;372,76;
3105;381,81;
3106;375;
3107;371,33;
3108;330,08;
3109;343,71;
3110;309,97;
3111;316,3;
3112;331,91;
3113;355,77;
3114;380,94;
3115;392,91;
3116;410;
3117;400,08;
3118;390,2;
3119;384,6;
3120;371,33;
3121;376,5;
3122;360;
3123;350;
3124;330;
3125;338,85;
3126;347,04;
3127;369;
3128;378,1;
3129;370,53;
3130;370;
3131;365,04;
3132;362,11;
3133;360;
3134;365,04;
3135;362,11;
3136;311;
3137;343,5;
3138;385,63;
3139;405,78;
3140;409,3;
3141;400;
3142;390,51;
3143;382,11;
3144;365,04;
3145;390,61;
3146;353;
3147;345,16;
3148;334,21;
3149;339,44;
3150;342,09;
3151;350,13;
3152;365,86;
3153;353;
3154;390,36;
3155;351,07;
3156;346,25;
3157;350,25;
3158;338,54;
3159;350;
3160;338,54;
3161;339,61;
3162;385,16;
3163;435,08;
3164;454,28;
3165;470,01;
3166;470,01;
3167;454,09;
3168;450;
3169;441,85;
3170;426,46;
3171;416,67;
3172;400;
3173;400;
3174;426,46;
3175;465,77;
3176;500;
3177;500;
3178;483;
3179;451;
3180;450,05;
3181;450;
3182;447,48;
3183;426,46;
3184;382,72;
3185;400;
3186;450;
3187;472,5;
3188;500;
3189;475;
3190;450;
3191;426,46;
3192;379,02;
3193;450,95;
3194;449,5;
3195;449,5;
3196;424,88;
3197;429,89;
3198;449,6;
3199;550;
3200;600;
3201;645;
3202;601;
3203;582;
3204;548,09;
3205;515,4;
3206;460;
3207;449,9;
3208;449,6;
3209;514,31;
3210;603,08;
3211;651;
3212;700;
3213;654,91;
3214;651;
3215;650;
3216;600;
3217;510,26;
3218;450,01;
3219;425;
3220;420,03;
3221;420,03;
3222;440;
3223;523,76;
3224;579,45;
3225;554,76;
3226;504,54;
3227;439,6;
3228;398,12;
3229;359,71;
3230;356,74;
3231;368,98;
3232;393,13;
3233;425,09;
3234;518,42;
3235;549,73;
3236;605;
3237;560;
3238;549,73;
3239;523,76;
3240;475,44;
3241;378;
3242;320,93;
3243;321,59;
3244;319,9;
3245;319,9;
3246;335,01;
3247;414,66;
3248;436,06;
3249;452,69;
3250;422,6;
3251;400,95;
3252;356,35;
3253;361,4;
3254;345,92;
3255;320,93;
3256;320;
3257;319,6;
3258;387,01;
3259;415,64;
3260;443,75;
3261;430,01;
3262;408,29;
3263;323,25;
3264;319,5;
3265;270;
3266;249,99;
3267;230,22;
3268;193,87;
3269;144,8;
3270;169,96;
3271;269,4;
3272;302,95;
3273;311,53;
3274;309,41;
3275;300,01;
3276;273,94;
3277;277,17;
3278;270;
3279;274,4;
3280;271,99;
3281;274,73;
3282;299,99;
3283;310,8;
3284;350;
3285;397,02;
3286;403,97;
3287;341,95;
3288;331,79;
3289;290;
3290;281,96;
3291;275,2;
3292;244,18;
3293;238,22;
3294;250;
3295;249,41;
3296;267,49;
3297;256;
3298;242;
3299;212,95;
3300;204,6;
3301;199,54;
3302;199,54;
3303;195,15;
3304;196,27;
3305;204,4;
3306;215;
3307;284,41;
3308;290,96;
3309;292,91;
3310;282,72;
3311;269,55;
3312;262,77;
3313;214,5;
3314;211,42;
3315;207;
3316;189,31;
3317;174,51;
3318;200;
3319;213,69;
3320;215;
3321;214,9;
3322;250;
3323;220,67;
3324;215;
3325;215,3;
3326;252,95;
3327;225,18;
3328;223,47;
3329;225,55;
3330;260,01;
3331;290;
3332;362,02;
3333;389,9;
3334;351,1;
3335;321,96;
3336;305,91;
3337;291,55;
3338;280,03;
3339;232,24;
3340;224,76;
3341;219,91;
3342;230,06;
3343;277,8;
3344;288,33;
3345;295;
3346;292,34;
3347;288,33;
3348;280,98;
3349;258;
3350;221,1;
3351;215,3;
3352;214,8;
3353;214,48;
3354;214,8;
3355;219;
3356;265,32;
3357;281,96;
3358;280,01;
3359;240;
3360;214,8;
3361;215,54;
3362;211,15;
3363;209,8;
3364;209,79;
3365;209,8;
3366;210;
3367;212,79;
3368;242,73;
3369;259,22;
3370;259,22;
3371;255;
3372;255;
3373;248,12;
3374;247,63;
3375;247,14;
3376;253,67;
3377;253,67;
3378;253,67;
3379;277,8;
3380;297,01;
3381;311,71;
3382;304,19;
3383;283,17;
3384;264,11;
3385;253,41;
3386;251,4;
3387;247,5;
3388;240,01;
3389;238,5;
3390;249,72;
3391;286,48;
3392;300;
3393;306,7;
3394;295,94;
3395;276,6;
3396;265,36;
3397;270,24;
3398;270,68;
3399;275,08;
3400;273,2;
3401;265,1;
3402;272,77;
3403;252,84;
3404;261,55;
3405;275,86;
3406;260,63;
3407;246,42;
3408;191,54;
3409;205,1;
3410;196;
3411;187,79;
3412;184,49;
3413;184,49;
3414;186,15;
3415;190,54;
3416;236,43;
3417;236,78;
3418;227,76;
3419;205,2;
3420;194;
3421;200;
3422;200;
3423;195,5;
3424;204,9;
3425;205,1;
3426;227;
3427;237,09;
3428;270,6;
3429;295,92;
3430;259,29;
3431;244,66;
3432;236,22;
3433;203;
3434;199;
3435;198,88;
3436;198,88;
3437;198,88;
3438;200;
3439;203,1;
3440;243,77;
3441;249,06;
3442;245,54;
3443;239,98;
3444;225;
3445;224,47;
3446;212,46;
3447;211,88;
3448;225;
3449;239,53;
3450;245,54;
3451;275,31;
3452;286,52;
3453;290,19;
3454;282,5;
3455;255,01;
3456;221,27;
3457;259,92;
3458;249,06;
3459;225;
3460;197,88;
3461;195,13;
3462;195,13;
3463;214,95;
3464;204,14;
3465;234,64;
3466;237,97;
3467;227,75;
3468;193,49;
3469;192,13;
3470;188,1;
3471;187,77;
3472;187,07;
3473;188,85;
3474;195,13;
3475;230;
3476;285,02;
3477;280,46;
3478;259,92;
3479;249,94;
3480;246,42;
3481;215,49;
3482;216,31;
3483;208,69;
3484;199,3;
3485;198,8;
3486;198,9;
3487;206,76;
3488;214;
3489;199,2;
3490;199,2;
3491;199;
3492;198,88;
3493;191,89;
3494;193;
3495;190;
3496;186,8;
3497;186,8;
3498;189,13;
3499;198,8;
3500;238,93;
3501;250;
3502;248,52;
3503;243;
3504;199,3;
3505;218,69;
3506;195,76;
3507;194,75;
3508;192,6;
3509;189,99;
3510;194,75;
3511;211,48;
3512;244;
3513;246,42;
3514;248,18;
3515;242,28;
3516;218,69;
3517;222,21;
3518;218,5;
3519;215,85;
3520;216,06;
3521;235,51;
3522;248,18;
3523;264,11;
3524;276,88;
3525;287,57;
3526;261,44;
3527;240,29;
3528;228,88;
3529;223;
3530;215;
3531;207;
3532;198,5;
3533;203;
3534;214,73;
3535;216,16;
3536;246,58;
3537;251,58;
3538;246,21;
3539;217,98;
3540;212,63;
3541;214,83;
3542;197,99;
3543;194,75;
3544;199,86;
3545;230,01;
3546;245,47;
3547;245,7;
3548;256,37;
3549;278,9;
3550;256;
3551;242,18;
3552;212,99;
3553;219,48;
3554;189;
3555;182;
3556;181,6;
3557;180,28;
3558;181,6;
3559;182;
3560;229,66;
3561;239,62;
3562;239,38;
3563;219,1;
3564;209,77;
3565;204,99;
3566;197,54;
3567;196,8;
3568;202,6;
3569;216;
3570;219,05;
3571;230;
3572;243,05;
3573;249,3;
3574;245;
3575;229,66;
3576;211;
3577;220,78;
3578;212,87;
3579;189;
3580;183,15;
3581;183,3;
3582;195;
3583;228,76;
3584;240,26;
3585;242,65;
3586;245,54;
3587;239,8;
3588;221,99;
3589;213,1;
3590;215,3;
3591;215,36;
3592;212,92;
3593;232,58;
3594;243,62;
3595;242,9;
3596;248,18;
3597;270;
3598;250;
3599;240,04;
3600;230;
3601;262,48;
3602;245,51;
3603;234,29;
3604;230,15;
3605;226,01;
3606;250;
3607;260;
3608;281,86;
3609;287,39;
3610;290,9;
3611;282,74;
3612;264,99;
3613;253,26;
3614;250,08;
3615;246,38;
3616;232,84;
3617;251,07;
3618;276,28;
3619;283,62;
3620;295,31;
3621;300;
3622;281,86;
3623;274,94;
3624;270,47;
3625;266,14;
3626;252,19;
3627;246,75;
3628;224,9;
3629;211,09;
3630;216,18;
3631;235,58;
3632;219;
3633;235,58;
3634;232;
3635;220,3;
3636;203,24;
3637;205,61;
3638;220;
3639;200;
3640;199,69;
3641;201,39;
3642;232,42;
3643;262,5;
3644;292,24;
3645;290;
3646;288,72;
3647;275;
3648;268,17;
3649;258,17;
3650;242,01;
3651; NaN ;
3652;227;
3653;212;
3654;211,09;
3655;210,31;
3656;214,03;
3657;214,08;
3658;214,07;
3659;205,02;
3660;197,61;
3661;192,08;
3662;175,1;
3663;182,89;
3664;174,9;
3665;173,75;
3666;194,83;
3667;220;
3668;260,68;
3669;285;
3670;275,12;
3671;264,08;
3672;242,9;
3673;216,79;
3674;206,96;
3675;201,18;
3676;195,75;
3677;195,01;
3678;211,27;
3679;241,34;
3680;242,99;
3681;246;
3682;249,6;
3683;245,54;
3684;243;
3685;238,89;
3686;219,55;
3687;216,88;
3688;210,1;
3689;208,55;
3690;203,77;
3691;241,14;
3692;255;
3693;288,86;
3694;283;
3695;256,11;
3696;243,97;
3697;240,26;
3698;219,36;
3699;212,89;
3700;210;
3701;212,89;
3702;225,74;
3703;259,1;
3704;260,79;
3705;274,27;
3706;279,6;
3707;275;
3708;275;
3709;274,02;
3710;257,78;
3711;248,01;
3712;241,11;
3713;236;
3714;246,53;
3715;245,54;
3716;248,18;
3717;260,79;
3718;263,45;
3719;250,64;
3720;237,38;
3721;265,14;
3722;249,56;
3723;237,45;
3724;229,08;
3725;232,33;
3726;242;
3727;256,91;
